Conference,Year,Name,Institution,Continent
nsdi,2012,Andrew Warfield,University of British Columbia,NA
nsdi,2012,Matt Welsh,Google,NA
nsdi,2012,Xiaowei Yang,Duke University,NA
nsdi,2012,Nickolai Zeldovich,Massachusetts Institute of Technology,NA
nsdi,2013,Aditya Akella,University of Wisconsin—Madison,NA
nsdi,2013,Katerina Argyraki,École Polytechnique Fédérale de Lausanne,EU
nsdi,2013,Suman Banerjee,University of Wisconsin—Madison,NA
nsdi,2013,Matthew Caesar,University of Illinois Urbana-Champaign,NA
nsdi,2013,Jeff Chase,Duke University,NA
nsdi,2013,Rodrigo Fonseca,Brown University,NA
nsdi,2013,Bryan Ford,Yale University,NA
nsdi,2013,Michael J.  Freedman,Princeton University,NA
nsdi,2013,Krishna Gummadi,Max Planck Institute for Software Systems,EU
nsdi,2013,Rebecca Isaacs,Microsoft Research,NA
nsdi,2013,Jaeyeon Jung,Microsoft Research,NA
nsdi,2013,Brad Karp,University College London,EU
nsdi,2013,Ethan Katz-Bassett,University of Southern California,NA
nsdi,2013,Dejan Kostić,Institute IMDEA Networks,EU
nsdi,2013,Arvind Krishnamurthy,University of Washington,NA
nsdi,2013,Wenke Lee,Georgia Institute of Technology,NA
nsdi,2013,Dave Levin,University of Maryland,NA
nsdi,2013,Philip Levis,Stanford University,NA
nsdi,2013,Ratul Mahajan,Microsoft Research,NA
nsdi,2013,James Mickens,Microsoft Research,NA
nsdi,2013,Andrew Moore,University of Cambridge,EU
nsdi,2013,Richard Mortier,University of Nottingham,EU
nsdi,2013,Michael Piatek,Google,NA
nsdi,2013,George Porter,"University of California, San Diego",NA
nsdi,2013,Luigi Rizzo,Università di Pisa,EU
nsdi,2013,Lakshmi Subramanian,New York University,NA
nsdi,2013,Renata Teixeira,CNRS and UPMC Sorbonne Universités,EU
nsdi,2013,Kobus Van der Merwe,University of Utah,NA
nsdi,2013,Michael Walfish,University of Texas,NA
nsdi,2013,Heather Zheng,"University of California, Santa Barbara",NA
nsdi,2014,Katerina Argyraki,EPFL,EU
nsdi,2014,Aruna Balasubramanian,University of Washington,NA
nsdi,2014,Miguel Castro,Microsoft Research Cambridge,EU
nsdi,2014,Prabal Dutta,University of Michigan,NA
nsdi,2014,Mike Freedman,Princeton University,NA
nsdi,2014,Ali  Ghodsi,KTH Royal Institute of Technology;University of California,EU;NA
nsdi,2014,Brighten Godfrey,University of Illinois Urbana-Champaign,NA
nsdi,2014,Sharon Goldberg,Boston University,NA
nsdi,2014,Shyamnath Gollakota,University of Washington,NA
nsdi,2014,Ramesh Govindan,University of Southern California,NA
nsdi,2014,Saikat Guha,Microsoft Research India,AS
nsdi,2014,Kyle Jamieson,University College London,EU
nsdi,2014,Ethan Katz-Bassett,University of Southern California,NA
nsdi,2014,S. Keshav,University of Waterloo,NA
nsdi,2014,Changhoon Kim,Microsoft,NA
nsdi,2014,Dejan Kostić,IMDEA Networks,EU
nsdi,2014,T. V. Lakshman,Bell Labs,NA
nsdi,2014,Nikolaos Laoutaris,Telefónica,EU
nsdi,2014,Bruce Maggs,Duke University,NA
nsdi,2014,KyoungSoo Park,KAIST,AS
nsdi,2014,George Porter,University of California,NA
nsdi,2014,Lili Qiu,University of Texas,NA
nsdi,2014,Sanjay Rao,Purdue University,NA
nsdi,2014,Jennifer Rexford,Princeton University,NA
nsdi,2014,Vyas Sekar,Stony Brook University,NA
nsdi,2014,Srinivasan Seshan,Carnegie Mellon University,NA
nsdi,2014,Jonathan Smith,University of Pennsylvania,NA
nsdi,2014,Nina Taft,Technicolor,
nsdi,2014,Amin Vahdat,Google;University of California,NA
nsdi,2014,Walter Willinger,Niksun,NA
nsdi,2014,Yuan Yu,Microsoft,NA
nsdi,2014,Ben Zhao,"University of California, Santa Barbara",NA
nsdi,2015,Atul Adya,Google,NA
nsdi,2015,Aditya Akella,University of Wisconsin–Madison,NA
nsdi,2015,Katerina Argyraki,EPFL,EU
nsdi,2015,Hitesh Ballani,Microsoft Research Cambridge,EU
nsdi,2015,Suman Banerjee,University of Wisconsin–Madison,NA
nsdi,2015,Jeff Chase,Duke University,NA
nsdi,2015,Jeff Dean,Google,NA
nsdi,2015,Prabal Dutta,University of Michigan,NA
nsdi,2015,Nick Feamster,Princeton University,NA
nsdi,2015,Rodrigo Fonseca,Brown University,NA
nsdi,2015,Deepak Ganesan,University of Massachusetts Amherst,NA
nsdi,2015,Sharon Goldberg,Boston University,NA
nsdi,2015,Andreas Haeberlen,University of Pennsylvania,NA
nsdi,2015,Mark Handley,University College London,EU
nsdi,2015,Jon Howell,Microsoft Research Redmond,NA
nsdi,2015,Jaeyeon Jung,Microsoft Research Redmond,NA
nsdi,2015,Sachin Katti,Stanford University,NA
nsdi,2015,Ethan Katz-Bassett,University of Southern California,NA
nsdi,2015,Kim Keeton,HP Labs,NA
nsdi,2015,Changhoon Kim,Barefoot Networks,NA
nsdi,2015,Eddie Kohler,Harvard University,NA
nsdi,2015,Dejan Kostic,KTH Royal Institute of Technology,EU
nsdi,2015,Kate Lin,Academia Sinica,AS
nsdi,2015,David Maltz,Microsoft Redmond,NA
nsdi,2015,Petros Maniatis,Google,NA
nsdi,2015,Alan Mislove,Northeastern University,NA
nsdi,2015,Richard Mortier,University of Nottingham,EU
nsdi,2015,Dushyanth Narayanan,Microsoft Research Cambridge,EU
nsdi,2015,Venkat Padmanabhan,Microsoft Research India,AS
nsdi,2015,KyoungSoo Park,KAIST,AS
nsdi,2015,George Porter,"University of California, San Diego",NA
nsdi,2015,Rama Ramasubramanian,Google,NA
nsdi,2015,Franzi Roesner,University of Washington,NA
nsdi,2015,Srinivasan Seshan,Carnegie Mellon University,NA
nsdi,2015,Neil Spring,University of Maryland,NA
nsdi,2015,Lakshmi Subramanian,New York University,NA
nsdi,2015,Kobus van der Merwe,University of Utah,NA
nsdi,2015,Robbert van Renesse,Cornell University,NA
nsdi,2015,Geoff Voelker,"University of California, San Diego",NA
nsdi,2015,Hakim Weatherspoon,Cornell University,NA
nsdi,2015,Matei Zaharia,MIT CSAIL;Databricks,NA
nsdi,2015,Nickolai Zeldovich,MIT CSAIL,NA
nsdi,2015,Lidong Zhou,Microsoft Research Asia,AS
nsdi,2016,Aditya Akella,University of Wisconsin—Madison,NA
nsdi,2016,Mohammad Alizadeh,Massachusetts Institute of Technology,NA
nsdi,2016,Mona Attariyan,Google,NA
nsdi,2016,Hari Balakrishnan,Massachusetts Institute of Technology,NA
nsdi,2016,Mahesh Balakrishnan,Yale University,NA
nsdi,2016,Aruna Balasubramanian,Stony Brook University,NA
nsdi,2016,Sujata Banerjee,HP Labs,NA
nsdi,2016,Paul Barford,University of Wisconsin-Madison;comScore,NA
nsdi,2016,Ranjita Bhagwan,Microsoft Research India,AS
nsdi,2016,Nathan Bronson,Meta (United States),NA
nsdi,2016,Paolo Costa,Microsoft Research,NA
nsdi,2016,Paul Francis,Max Planck Institute for Software Systems,EU
nsdi,2016,Monia (Manya) Ghobadi,Microsoft Research,NA
nsdi,2016,Shyam Gollakota,University of Washington,NA
nsdi,2016,Jon Howell,Google,NA
nsdi,2016,Kyle Jamieson,Princeton University,NA
nsdi,2016,Srikanth Kandula,Microsoft,NA
nsdi,2016,Brad Karp,University College London,EU
nsdi,2016,S. Keshav,University of Waterloo,NA
nsdi,2016,Changhoon Kim,Barefoot Networks,NA
nsdi,2016,Ramakrishna Kotla,Amazon,NA
nsdi,2016,Jinyang Li,New York University,NA
nsdi,2016,David Lie,University of Toronto,NA
nsdi,2016,Kate C.-J. Lin,Academia Sinica,AS
nsdi,2016,Wyatt Lloyd,University of Southern California,NA
nsdi,2016,Jay Lorch,Microsoft Research,NA
nsdi,2016,Ratul Mahajan,Microsoft Research,NA
nsdi,2016,Prateek Mittal,Princeton University,NA
nsdi,2016,Thomas Moscibroda,Microsoft Research,NA
nsdi,2016,David Oran,Cisco Systems,NA
nsdi,2016,Oriana Riva,Microsoft Research,NA
nsdi,2016,Vyas Sekar,Carnegie Mellon University,NA
nsdi,2016,Siddhartha Sen,Microsoft Research,NA
nsdi,2016,Srinivasan Seshan,Carnegie Mellon University,NA
nsdi,2016,Ankit Singla,ETH Zürich,EU
nsdi,2016,Jonathan Smith,University of Pennsylvania,NA
nsdi,2016,Alex Snoeren,"University of California, San Diego",NA
nsdi,2016,Kobus Van der Merwe,University of Utah,NA
nsdi,2016,Laurent Vanbever,ETH Zürich,EU
nsdi,2016,Matt Welsh,Google,NA
nsdi,2017,Sharad Agarwal,Microsoft,NA
nsdi,2017,Tom Anderson,University of Washington,NA
nsdi,2017,Andrea Arpaci-Dusseau,University of Wisconsin—Madison,NA
nsdi,2017,Anirudh Badam,Microsoft,NA
nsdi,2017,Mahesh Balakrishnan,Yale University,NA
nsdi,2017,Fabian Bustamante,Northwestern University,NA
nsdi,2017,Ranveer Chandra,Microsoft,NA
nsdi,2017,David Choffnes,Northeastern University,NA
nsdi,2017,Romit Roy Choudhury,University of Illinois Urbana-Champaign,NA
nsdi,2017,Mosharaf Chowdhury,University of Michigan,NA
nsdi,2017,Mike Dahlin,Google,NA
nsdi,2017,Anja Feldmann,Technische Universität Berlin,EU
nsdi,2017,Rodrigo Fonseca,Brown University,NA
nsdi,2017,Nate Foster,Cornell University,NA
nsdi,2017,Deepak Ganesan,University of Massachusetts Amherst,NA
nsdi,2017,Phillipa Gill,University of Massachusetts Amherst,NA
nsdi,2017,Srikanth Kandula,Microsoft,NA
nsdi,2017,Teemu Koponen,Styra,NA
nsdi,2017,Sanjeev Kumar,Uber,NA
nsdi,2017,Swarun Kumar,Carnegie Mellon University,NA
nsdi,2017,Wyatt Lloyd,University of Southern California,NA
nsdi,2017,Boon Thau Loo,University of Pennsylvania,NA
nsdi,2017,Jacob Lorch,Microsoft,NA
nsdi,2017,Ratul Mahajan,Microsoft,NA
nsdi,2017,Dahlia Malkhi,VMware,NA
nsdi,2017,Dave Maltz,Microsoft,NA
nsdi,2017,Z. Morley Mao,University of Michigan,NA
nsdi,2017,Michael Mitzenmacher,Harvard University,NA
nsdi,2017,Jason Nieh,Columbia University,NA
nsdi,2017,George Porter,"University of California, San Diego",NA
nsdi,2017,Luigi Rizzo,University of Pisa,EU
nsdi,2017,Srini Seshan,Carnegie Mellon University,NA
nsdi,2017,Anees Shaikh,Google,NA
nsdi,2017,Ankit Singla,ETH Zurich,EU
nsdi,2017,Robbert van Renesse,Cornell University,NA
nsdi,2017,Geoff Voelker,"University of California, San Diego",NA
nsdi,2017,David Wetherall,Google,NA
nsdi,2017,Adam Wierman,California Institute of Technology,NA
nsdi,2017,John Wilkes,Google,NA
nsdi,2017,Minlan Yu,University of Southern California,NA
nsdi,2017,Heather Zheng,"University of California, Santa Barbara",NA
nsdi,2017,Lin Zhong,Rice University,NA
nsdi,2018,Rachit Agarwal,Cornell University,NA
nsdi,2018,Mohamed Alizadeh,MIT,NA
nsdi,2018,Katerina Argyraki,EPFL,EU
nsdi,2018,Ranjita Bhagwan,Microsoft Research,NA
nsdi,2018,Marco Canini,KAUST,AS
nsdi,2018,Kai Chen,HKUST,AS
nsdi,2018,Romit Roy Choudhury,University of Illinois Urbana-Champaign,NA
nsdi,2018,Mike Freedman,Princeton University,NA
nsdi,2018,Roxana Geambasu,Columbia University,NA
nsdi,2018,Shyam Gollakota,University of Washington,NA
nsdi,2018,Ramesh Govindan,USC,NA
nsdi,2018,Dongsu Han,KAIST,AS
nsdi,2018,Jon Howell,Google,NA
nsdi,2018,Kyle Jamieson,Princeton University,NA
nsdi,2018,Michael Kaminsky,Intel Labs,NA
nsdi,2018,Srikanth Kandula,Microsoft,NA
nsdi,2018,Srinivas Keshav,University of Waterloo,NA
nsdi,2018,Kyu-Han Kim,Hewlett Packard Labs,NA
nsdi,2018,Eddie Kohler,Harvard University,NA
nsdi,2018,Arvind Krishnamurthy,University of Washington,NA
nsdi,2018,Wyatt Lloyd,Princeton University,NA
nsdi,2018,Boon Thau Loo,University of Pennsylvania,NA
nsdi,2018,Jay Lorch,Microsoft,NA
nsdi,2018,Harsha V. Madhyastha,University of Michigan,NA
nsdi,2018,Dahlia Malkhi,VMware Research,NA
nsdi,2018,KyongSoo Park,KAIST,AS
nsdi,2018,Amar Phanishayee,Microsoft Research,NA
nsdi,2018,Raluca Ada Popa,"University of California, Berkeley",NA
nsdi,2018,George Porter,"University of California, San Diego",NA
nsdi,2018,Lili Qiu,UT Austin,NA
nsdi,2018,Costin Raiciu,University Politehnica of Bucharest,EU
nsdi,2018,Timothy Roscoe,ETH Zurich,EU
nsdi,2018,Michael Schapira,Hebrew University,AS
nsdi,2018,Cole Schlesinger,Barefoot Networks,NA
nsdi,2018,Vyas Sekar,Carnegie Mellon University,NA
nsdi,2018,Emin Gun Sirer,Cornell University,NA
nsdi,2018,Alex C. Snoeren,"University of California, San Diego",NA
nsdi,2018,Hakim Weatherspoon,Cornell University,NA
nsdi,2018,Keith Winstein,Stanford University,NA
nsdi,2018,Tim Wood,George Washington University,NA
nsdi,2018,Minlan Yu,Yale University,NA
nsdi,2018,Matei Zaharia,Stanford University,NA
nsdi,2018,Lin Zhong,Rice University,NA
nsdi,2019,Fadel Adib,Massachusetts Institute of Technology,NA
nsdi,2019,Aditya Akella,University of Wisconsin–Madison,NA
nsdi,2019,Katerina Argyraki,École Polytechnique Fédérale de Lausanne,EU
nsdi,2019,Aruna Balasubramanian,Stony Brook University,NA
nsdi,2019,Sujata Banerjee,VMware Research,NA
nsdi,2019,Paul Barham,Google,NA
nsdi,2019,Ranjita Bhagwan,Microsoft Research,NA
nsdi,2019,Kai Chen,Hong Kong University of Science and Technology,AS
nsdi,2019,Vijay Chidambaram,The University of Texas at Austin;VMware Research,NA
nsdi,2019,Mosharaf Chowdhury,University of Michigan,NA
nsdi,2019,Asaf Cidon,Barracuda Networks,NA
nsdi,2019,Anja Feldmann,Technische Universität Berlin,EU
nsdi,2019,Bryan Ford,École Polytechnique Fédérale de Lausanne,EU
nsdi,2019,Roxana Geambasu,Columbia University,NA
nsdi,2019,Manya Ghobadi,Microsoft Research,NA
nsdi,2019,Jana Giceva,Imperial College London,EU
nsdi,2019,Ronghui Gu,Columbia University,NA
nsdi,2019,Haryadi Gunawi,University of Chicago,NA
nsdi,2019,Andreas Haeberlen,University of Pennsylvania,NA
nsdi,2019,Haitham Hassanieh,University of Illinois Urbana-Champaign,NA
nsdi,2019,Jon Howell,VMware Research,NA
nsdi,2019,Rebecca Isaacs,Twitter,NA
nsdi,2019,Xin Jin,Johns Hopkins University,NA
nsdi,2019,Srikanth Kandula,Microsoft Research,NA
nsdi,2019,Manos Kapritsos,University of Michigan,NA
nsdi,2019,Dejan Kostić,KTH Royal Institute of Technology,EU
nsdi,2019,Ramakrishna Kotla,Amazon Web Services,NA
nsdi,2019,Arvind Krishnamurthy,University of Washington,NA
nsdi,2019,Hongqiang Liu,Alibaba,AS
nsdi,2019,Harsha V. Madhyastha,University of Michigan;Google,NA
nsdi,2019,Dahlia Malkhi,VMware Research,NA
nsdi,2019,Allison Mankin,Salesforce,NA
nsdi,2019,Derek Murray,Google,NA
nsdi,2019,Aurojit Panda,New York University,NA
nsdi,2019,KyoungSoo Park,Korea Advanced Institute of Science and Technology,AS
nsdi,2019,Amar Phanishayee,Microsoft Research,NA
nsdi,2019,Raluca Ada Popa,"University of California, Berkeley",NA
nsdi,2019,George Porter,"University of California, San Diego",NA
nsdi,2019,Lili Qiu,The University of Texas at Austin,NA
nsdi,2019,K. K. Ramakrishnan,"University of California, Riverside",NA
nsdi,2019,Michael Schapira,Hebrew University of Jerusalem,AS
nsdi,2019,Cole Schlesinger,Amazon Web Services,NA
nsdi,2019,Vyas Sekar,Carnegie Mellon University,NA
nsdi,2019,Ankit Singla,ETH Zurich,EU
nsdi,2019,Anirudh Sivaraman,New York University,NA
nsdi,2019,Alex C. Snoeren,"University of California, San Diego",NA
nsdi,2019,Michael Stumm,University of Toronto,NA
nsdi,2019,Ryan Stutsman,University of Utah,NA
nsdi,2019,Geoff Voelker,"University of California, San Diego",NA
nsdi,2019,Hakim Weatherspoon,Cornell University,NA
nsdi,2019,John Wilkes,Google,NA
nsdi,2019,Keith Winstein,Stanford University,NA
nsdi,2019,Jie Xiong,University of Massachusetts Amherst,NA
nsdi,2019,James Hongyi Zeng,Meta (United States),NA
nsdi,2019,Irene Zhang,Microsoft Research,NA
nsdi,2019,Xinyu Zhang,"University of California, San Diego",NA
nsdi,2019,Lin Zhong,Rice University,NA
nsdi,2020,Rachit Agarwal,Cornell University,NA
nsdi,2020,Aditya Akella,University of Wisconsin–Madison,NA
nsdi,2020,Mohammad Alizadeh,Massachusetts Institute of Technology,NA
nsdi,2020,Andrea Arpaci-Dusseau,University of Wisconsin—Madison,NA
nsdi,2020,Behnaz Arzani,Microsoft Research,NA
nsdi,2020,Hitesh Ballani,Microsoft Research,NA
nsdi,2020,Sujata Banerjee,VMware Research,NA
nsdi,2020,Ivan Beschastnikh,University of British Columbia,NA
nsdi,2020,Dinesh Bharadia,"University of California, San Diego",NA
nsdi,2020,Fabian Bustamante,Northwestern University,NA
nsdi,2020,David Choffnes,Northeastern University,NA
nsdi,2020,Romit Roy Choudhury,University of Illinois Urbana-Champaign,NA
nsdi,2020,Asaf Cidon,Columbia University,NA
nsdi,2020,Heming Cui,University of Hong Kong,AS
nsdi,2020,Nate Foster,Cornell University,NA
nsdi,2020,Manya Ghobadi,Massachusetts Institute of Technology,NA
nsdi,2020,Arpit Gupta,"University of California, Santa Barbara",NA
nsdi,2020,Hamed Haddadi,Imperial College London,EU
nsdi,2020,Rebecca Isaacs,Twitter,NA
nsdi,2020,Kyle Jamieson,Princeton University,NA
nsdi,2020,Xin Jin,Johns Hopkins University,NA
nsdi,2020,Dina Katabi,Massachusetts Institute of Technology,NA
nsdi,2020,Charles Killian,Google,NA
nsdi,2020,Taesoo Kim,Georgia Institute of Technology,NA
nsdi,2020,Dejan Kostic,KTH Royal Institute of Technology,EU
nsdi,2020,Patrick P. C. Lee,The Chinese University of Hong Kong,AS
nsdi,2020,Andrew Moore,Cambridge University,EU
nsdi,2020,Ravi Netravali,"University of California, Los Angeles",NA
nsdi,2020,Jitu Padhye,Microsoft Research,NA
nsdi,2020,Aurojit Panda,New York University,NA
nsdi,2020,KyoungSoo Park,Korea Advanced Institute of Science and Technology,AS
nsdi,2020,Bryan Parno,Carnegie Mellon University,NA
nsdi,2020,Simon Peter,The University of Texas at Austin,NA
nsdi,2020,Amar Phanishayee,Microsoft Research,NA
nsdi,2020,Ramachandran Ramjee,Microsoft Research,NA
nsdi,2020,Cole Schlesinger,Barefoot Networks,NA
nsdi,2020,Aaron Schulman,"University of California, San Diego",NA
nsdi,2020,Vyas Sekar,Carnegie Mellon University,NA
nsdi,2020,Ankit Singla,ETH Zurich,EU
nsdi,2020,Anirudh Sivaraman,New York University,NA
nsdi,2020,Lalith Suresh,VMware Research,NA
nsdi,2020,Renata Teixeira,Inria,EU
nsdi,2020,Carmela Troncoso,École Polytechnique Fédérale de Lausanne,EU
nsdi,2020,Amin Vahdat,Google,NA
nsdi,2020,Laurent Vanbever,ETH Zurich,EU
